XxY,slice_ID,raw_x,raw_y,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,pct_counts_mt,batch,clusters,clusters_0.7,new_x,new_y,new_z,dotShape,clusters_0.6,clusters_0.5,clusters_0.4,clusters_0.3
14900x107000-0,E16-18_S01_a,14900,107000,365,365,5.902633333401366,1499.0,7.3132205,39.759839893262175,60.840560373582385,84.85657104736491,100.0,0.0,0.0,0,14,2,-285.0615114235479,161.33567662566202,0.0,circle,3,2,4,5
14920x106740-0,E16-18_S01_a,14920,106740,454,454,6.12029741895095,2353.0,7.763871,40.79898002549937,59.243518912027206,80.02549936251594,100.0,0.0,0.0,0,15,15,-265.0615114235479,-98.66432337433798,0.0,circle,14,0,2,3
14920x106760-0,E16-18_S01_a,14920,106760,475,475,6.16541785423142,2377.0,7.774015,45.09886411442995,60.58056373580143,79.72233908287758,100.0,0.0,0.0,0,15,15,-265.0615114235479,-78.66432337433798,0.0,circle,14,0,2,3
14920x106780-0,E16-18_S01_a,14920,106780,528,528,6.270988431858299,2804.0,7.939159,42.33238231098431,59.37945791726106,77.49643366619115,99.00142653352354,0.0,0.0,0,24,15,-265.0615114235479,-58.66432337433798,0.0,circle,19,16,13,10
14920x106800-0,E16-18_S01_a,14920,106800,458,458,6.129050210060545,2186.0,7.690286,43.22964318389753,61.02470265324794,80.3751143641354,100.0,0.0,0.0,0,10,15,-265.0615114235479,-38.66432337433798,0.0,circle,10,0,2,3
14920x106820-0,E16-18_S01_a,14920,106820,396,396,5.983936280687191,2282.0,7.733246,49.824715162138475,67.52848378615249,86.10867659947414,100.0,0.0,0.0,0,24,15,-265.0615114235479,-18.664323374337982,0.0,circle,19,16,13,10
14920x106840-0,E16-18_S01_a,14920,106840,421,421,6.045005314036012,2542.0,7.8410997,57.19905586152636,71.08575924468921,86.34933123524785,100.0,0.0,0.0,0,24,15,-265.0615114235479,1.3356766256620176,0.0,circle,19,16,13,10
14920x106860-0,E16-18_S01_a,14920,106860,390,390,5.968707559985366,2327.0,7.7527647,54.490760636012034,71.03566824237215,88.01031370863774,100.0,0.0,0.0,0,24,15,-265.0615114235479,21.335676625662018,0.0,circle,19,16,13,10
14920x106880-0,E16-18_S01_a,14920,106880,407,407,6.0112671744041615,2098.0,7.649216,47.52144899904671,66.01525262154433,84.65204957102002,100.0,0.0,0.0,0,15,15,-265.0615114235479,41.33567662566202,0.0,circle,14,2,4,5
14920x106900-0,E16-18_S01_a,14920,106900,428,428,6.061456918928017,1892.0,7.545918,43.12896405919662,60.46511627906976,80.86680761099366,100.0,0.0,0.0,0,15,15,-265.0615114235479,61.33567662566202,0.0,circle,14,2,4,5
14920x106920-0,E16-18_S01_a,14920,106920,524,524,6.263398262591624,2034.0,7.6182513,33.6283185840708,50.93411996066863,71.976401179941,98.82005899705014,0.0,0.0,0,12,12,-265.0615114235479,81.33567662566202,0.0,circle,12,11,8,8
14920x106940-0,E16-18_S01_a,14920,106940,504,504,6.22455842927536,1951.0,7.5766096,35.674013326499235,52.48590466427473,73.14197847257816,99.79497693490518,0.0,0.0,0,12,12,-265.0615114235479,101.33567662566202,0.0,circle,12,11,8,8
14920x106960-0,E16-18_S01_a,14920,106960,426,426,6.056784013228625,1686.0,7.430707,37.841043890865954,56.2870699881376,78.46975088967972,100.0,0.0,0.0,0,14,2,-265.0615114235479,121.33567662566202,0.0,circle,3,2,4,5
14920x106980-0,E16-18_S01_a,14920,106980,416,416,6.0330862217988015,1662.0,7.4163785,39.891696750902526,56.97954271961492,79.2418772563177,100.0,0.0,0.0,0,14,1,-265.0615114235479,141.33567662566202,0.0,circle,2,4,5,5
14920x107000-0,E16-18_S01_a,14920,107000,411,411,6.021023349349527,1630.0,7.396949,40.49079754601227,58.22085889570552,80.920245398773,100.0,0.0,0.0,0,14,2,-265.0615114235479,161.33567662566202,0.0,circle,3,2,4,5
14920x107020-0,E16-18_S01_a,14920,107020,396,396,5.983936280687191,1551.0,7.3472996,38.42682140554481,57.640232108317214,81.17343649258542,100.0,0.0,0.0,0,14,2,-265.0615114235479,181.33567662566202,0.0,circle,3,2,4,5
14940x106740-0,E16-18_S01_a,14940,106740,506,506,6.2285110035911835,2620.0,7.871311,42.70992366412214,59.61832061068703,77.93893129770993,99.77099236641222,0.0,0.0,0,24,15,-245.06151142354793,-98.66432337433798,0.0,circle,19,16,13,10
14940x106760-0,E16-18_S01_a,14940,106760,519,519,6.253828811575473,2698.0,7.9006367,44.36619718309859,59.896219421793916,77.353595255745,99.29577464788733,0.0,0.0,0,24,15,-245.06151142354793,-78.66432337433798,0.0,circle,19,16,13,10
14940x106780-0,E16-18_S01_a,14940,106780,533,533,6.280395838960195,2895.0,7.9710855,44.04145077720207,60.483592400690846,78.41105354058722,98.860103626943,0.0,0.0,0,24,15,-245.06151142354793,-58.66432337433798,0.0,circle,19,16,13,10
14940x106800-0,E16-18_S01_a,14940,106800,469,469,6.152732694704104,2532.0,7.8371596,47.90679304897314,63.90205371248025,81.63507109004739,100.0,0.0,0.0,0,24,15,-245.06151142354793,-38.66432337433798,0.0,circle,19,16,13,10
14940x106820-0,E16-18_S01_a,14940,106820,434,434,6.075346031088684,2464.0,7.809947,53.08441558441559,68.18181818181817,85.02435064935064,100.0,0.0,0.0,0,24,15,-245.06151142354793,-18.664323374337982,0.0,circle,19,16,13,10
14940x106840-0,E16-18_S01_a,14940,106840,452,452,6.115892125483034,2384.0,7.776954,51.761744966442954,66.69463087248322,84.18624161073825,100.0,0.0,0.0,0,24,15,-245.06151142354793,1.3356766256620176,0.0,circle,19,16,13,10
14940x106860-0,E16-18_S01_a,14940,106860,411,411,6.021023349349527,2034.0,7.6182513,49.606686332350044,65.43756145526058,83.92330383480827,100.0,0.0,0.0,0,24,15,-245.06151142354793,21.335676625662018,0.0,circle,19,16,13,10
14940x106880-0,E16-18_S01_a,14940,106880,450,450,6.111467339502679,1988.0,7.5953875,43.712273641851105,61.418511066398395,80.6841046277666,100.0,0.0,0.0,0,24,15,-245.06151142354793,41.33567662566202,0.0,circle,19,16,13,10
14940x106900-0,E16-18_S01_a,14940,106900,440,440,6.089044875446846,1801.0,7.4966526,41.6435313714603,57.96779566907274,78.51193781232648,100.0,0.0,0.0,0,12,12,-245.06151142354793,61.33567662566202,0.0,circle,12,11,8,8
14940x106920-0,E16-18_S01_a,14940,106920,471,471,6.156978985585555,1769.0,7.478735,34.36970039570379,52.06331260599208,73.94007914075749,100.0,0.0,0.0,0,12,12,-245.06151142354793,81.33567662566202,0.0,circle,12,11,8,8
14940x106940-0,E16-18_S01_a,14940,106940,459,459,6.131226489483141,1744.0,7.46451,34.80504587155963,53.096330275229356,75.80275229357798,100.0,0.0,0.0,0,12,12,-245.06151142354793,101.33567662566202,0.0,circle,12,11,8,8
14940x106960-0,E16-18_S01_a,14940,106960,487,487,6.1903154058531475,1982.0,7.592366,36.47830474268416,54.9949545913219,76.79112008072654,100.0,0.0,0.0,0,14,2,-245.06151142354793,121.33567662566202,0.0,circle,3,2,4,5
14940x106980-0,E16-18_S01_a,14940,106980,445,445,6.100318952020064,1888.0,7.5438027,37.23516949152542,56.51483050847458,78.70762711864407,100.0,0.0,0.0,0,14,2,-245.06151142354793,141.33567662566202,0.0,circle,3,2,4,5
14940x107000-0,E16-18_S01_a,14940,107000,473,473,6.161207321695077,1998.0,7.6004024,38.63863863863864,56.406406406406404,76.82682682682682,100.0,0.0,0.0,0,14,2,-245.06151142354793,161.33567662566202,0.0,circle,3,2,4,5
14940x107020-0,E16-18_S01_a,14940,107020,398,398,5.988961416889864,1533.0,7.335634,38.68232224396608,57.33855185909981,80.56099151989564,100.0,0.0,0.0,0,14,2,-245.06151142354793,181.33567662566202,0.0,circle,3,2,4,5
14960x106720-0,E16-18_S01_a,14960,106720,429,429,6.063785208687608,2089.0,7.6449194,40.88080421254189,60.89037817137386,82.43178554332216,100.0,0.0,0.0,0,24,15,-225.06151142354793,-118.66432337433798,0.0,circle,19,16,13,10
14960x106740-0,E16-18_S01_a,14960,106740,497,497,6.210600077024653,2513.0,7.8296304,42.857142857142854,61.16195781933943,79.22801432550736,100.0,0.0,0.0,0,24,15,-225.06151142354793,-98.66432337433798,0.0,circle,19,16,13,10
14960x106760-0,E16-18_S01_a,14960,106760,541,541,6.295266001439646,3259.0,8.089482,44.15464866523474,61.92083461184412,79.56428352255293,98.74194538201903,0.0,0.0,0,24,15,-225.06151142354793,-78.66432337433798,0.0,circle,19,16,13,10
14960x106780-0,E16-18_S01_a,14960,106780,417,417,6.035481432524756,2551.0,7.8446326,52.21481771854175,69.03175225401803,86.2406899255194,100.0,0.0,0.0,0,24,15,-225.06151142354793,-58.66432337433798,0.0,circle,19,16,13,10
14960x106800-0,E16-18_S01_a,14960,106800,464,464,6.142037405587356,2593.0,7.860956,49.86502121095256,65.4839953721558,82.9155418434246,100.0,0.0,0.0,0,24,15,-225.06151142354793,-38.66432337433798,0.0,circle,19,16,13,10
14960x106820-0,E16-18_S01_a,14960,106820,466,466,6.1463292576688975,2446.0,7.802618,48.11937857726901,64.14554374488961,81.72526573998364,100.0,0.0,0.0,0,24,15,-225.06151142354793,-18.664323374337982,0.0,circle,19,16,13,10
14960x106840-0,E16-18_S01_a,14960,106840,485,485,6.186208623900494,2170.0,7.6829433,43.27188940092166,58.70967741935483,77.14285714285715,100.0,0.0,0.0,0,12,12,-225.06151142354793,1.3356766256620176,0.0,circle,12,11,8,8
14960x106860-0,E16-18_S01_a,14960,106860,427,427,6.059123195581797,1819.0,7.506592,39.857064321055525,57.339197361187466,78.61462341946124,100.0,0.0,0.0,0,12,12,-225.06151142354793,21.335676625662018,0.0,circle,12,11,8,8
14960x106880-0,E16-18_S01_a,14960,106880,457,457,6.126869184114185,1874.0,7.536364,37.086446104589115,54.16221985058698,75.77374599786553,100.0,0.0,0.0,0,12,12,-225.06151142354793,41.33567662566202,0.0,circle,12,11,8,8
14960x106900-0,E16-18_S01_a,14960,106900,416,416,6.0330862217988015,1562.0,7.3543625,38.0921895006402,55.44174135723432,78.48911651728552,100.0,0.0,0.0,0,12,12,-225.06151142354793,61.33567662566202,0.0,circle,12,11,8,8
14960x106920-0,E16-18_S01_a,14960,106920,407,407,6.0112671744041615,1601.0,7.3790083,38.663335415365395,55.59025608994379,79.32542161149281,100.0,0.0,0.0,0,12,12,-225.06151142354793,81.33567662566202,0.0,circle,12,11,8,8
14960x106940-0,E16-18_S01_a,14960,106940,460,460,6.133398042996649,1577.0,7.3639135,34.62270133164236,51.49017121116043,73.49397590361446,100.0,0.0,0.0,0,12,12,-225.06151142354793,101.33567662566202,0.0,circle,12,11,8,8
14960x106960-0,E16-18_S01_a,14960,106960,490,490,6.19644412779452,1915.0,7.557995,33.054830287206265,49.869451697127936,71.80156657963447,100.0,0.0,0.0,0,12,12,-225.06151142354793,121.33567662566202,0.0,circle,12,11,8,8
14960x106980-0,E16-18_S01_a,14960,106980,455,455,6.1224928095143865,1886.0,7.5427437,37.168610816542945,56.415694591728524,77.35949098621421,100.0,0.0,0.0,0,14,2,-225.06151142354793,141.33567662566202,0.0,circle,3,2,4,5
14960x107000-0,E16-18_S01_a,14960,107000,445,445,6.100318952020064,1909.0,7.5548587,38.81613410162389,56.574122577265584,78.05133577789418,100.0,0.0,0.0,0,14,2,-225.06151142354793,161.33567662566202,0.0,circle,3,2,4,5
14960x107020-0,E16-18_S01_a,14960,107020,441,441,6.091309882077698,1728.0,7.4552984,39.29398148148148,56.94444444444444,78.41435185185185,100.0,0.0,0.0,0,14,2,-225.06151142354793,181.33567662566202,0.0,circle,3,2,4,5
14980x106720-0,E16-18_S01_a,14980,106720,515,515,6.246106765481563,2624.0,7.872836,41.577743902439025,59.18445121951219,77.7439024390244,99.42835365853658,0.0,0.0,0,15,15,-205.06151142354793,-118.66432337433798,0.0,circle,14,0,2,3
14980x106740-0,E16-18_S01_a,14980,106740,477,477,6.169610732491456,2794.0,7.9355874,44.667143879742305,64.13743736578382,82.78453829634933,100.0,0.0,0.0,0,15,15,-205.06151142354793,-98.66432337433798,0.0,circle,14,2,4,5
14980x106760-0,E16-18_S01_a,14980,106760,542,542,6.297109319933935,2854.0,7.956827,43.58794674141556,59.915907498248075,77.71548703573932,98.52838121934127,0.0,0.0,0,24,15,-205.06151142354793,-78.66432337433798,0.0,circle,19,16,13,10
14980x106780-0,E16-18_S01_a,14980,106780,507,507,6.230481447578482,2747.0,7.9186287,48.52566436112122,63.41463414634146,79.86894794321077,99.74517655624318,0.0,0.0,0,24,15,-205.06151142354793,-58.66432337433798,0.0,circle,19,16,13,10
14980x106800-0,E16-18_S01_a,14980,106800,499,499,6.214608098422191,2495.0,7.822445,46.452905811623246,61.60320641282565,79.79959919839679,100.0,0.0,0.0,0,24,15,-205.06151142354793,-38.66432337433798,0.0,circle,19,16,13,10
14980x106820-0,E16-18_S01_a,14980,106820,447,447,6.104793232414985,2046.0,7.6241307,43.841642228739005,61.3880742913001,80.93841642228739,100.0,0.0,0.0,0,12,12,-205.06151142354793,-18.664323374337982,0.0,circle,12,11,8,8
14980x106840-0,E16-18_S01_a,14980,106840,474,474,6.163314804034641,1880.0,7.539559,38.244680851063826,55.00000000000001,76.06382978723404,100.0,0.0,0.0,0,12,12,-205.06151142354793,1.3356766256620176,0.0,circle,12,11,8,8
14980x106860-0,E16-18_S01_a,14980,106860,445,445,6.100318952020064,1832.0,7.513709,42.903930131004365,59.279475982532745,79.25764192139738,100.0,0.0,0.0,0,12,12,-205.06151142354793,21.335676625662018,0.0,circle,12,11,8,8
14980x106880-0,E16-18_S01_a,14980,106880,451,451,6.113682179832232,1849.0,7.522941,35.31638723634397,53.326122228231476,75.55435370470525,100.0,0.0,0.0,0,12,12,-205.06151142354793,41.33567662566202,0.0,circle,12,11,8,8
14980x106900-0,E16-18_S01_a,14980,106900,446,446,6.102558594613569,1754.0,7.4702244,35.06271379703535,51.539338654503986,74.51539338654504,100.0,0.0,0.0,0,12,12,-205.06151142354793,61.33567662566202,0.0,circle,12,11,8,8
14980x106920-0,E16-18_S01_a,14980,106920,425,425,6.054439346269371,1589.0,7.3714895,36.31214600377596,54.12208936438011,77.15544367526746,100.0,0.0,0.0,0,12,12,-205.06151142354793,81.33567662566202,0.0,circle,12,11,8,8
14980x106940-0,E16-18_S01_a,14980,106940,457,457,6.126869184114185,1704.0,7.4413204,34.80046948356807,52.58215962441315,75.70422535211267,100.0,0.0,0.0,0,12,12,-205.06151142354793,101.33567662566202,0.0,circle,12,11,8,8
14980x106960-0,E16-18_S01_a,14980,106960,455,455,6.1224928095143865,1676.0,7.424762,36.63484486873509,53.639618138424815,75.47732696897374,100.0,0.0,0.0,0,12,12,-205.06151142354793,121.33567662566202,0.0,circle,12,11,8,8
14980x106980-0,E16-18_S01_a,14980,106980,434,434,6.075346031088684,1638.0,7.4018416,35.592185592185594,53.35775335775336,76.61782661782662,100.0,0.0,0.0,0,1,1,-205.06151142354793,141.33567662566202,0.0,circle,2,4,5,6
14980x107000-0,E16-18_S01_a,14980,107000,422,422,6.0473721790462776,1766.0,7.4770384,42.072480181200454,60.47565118912798,81.37032842582106,100.0,0.0,0.0,0,14,2,-205.06151142354793,161.33567662566202,0.0,circle,3,2,4,5
14980x107020-0,E16-18_S01_a,14980,107020,403,403,6.0014148779611505,1453.0,7.2820735,38.196834136269786,55.67790777701308,79.83482450103234,100.0,0.0,0.0,0,14,2,-205.06151142354793,181.33567662566202,0.0,circle,3,2,4,5
15000x106700-0,E16-18_S01_a,15000,106700,476,476,6.1675164908883415,2440.0,7.8001633,41.967213114754095,59.959016393442624,79.67213114754098,100.0,0.0,0.0,0,15,15,-185.06151142354793,-138.66432337433798,0.0,circle,14,0,2,3
15000x106720-0,E16-18_S01_a,15000,106720,494,494,6.20455776256869,2605.0,7.865572,43.80038387715931,61.34357005758157,79.8080614203455,100.0,0.0,0.0,0,15,15,-185.06151142354793,-118.66432337433798,0.0,circle,14,0,2,3
15000x106740-0,E16-18_S01_a,15000,106740,502,502,6.220590170099739,2562.0,7.8489337,40.82747853239657,58.860265417642466,77.82982045277127,99.92193598750976,0.0,0.0,0,15,15,-185.06151142354793,-98.66432337433798,0.0,circle,14,0,2,3
15000x106760-0,E16-18_S01_a,15000,106760,477,477,6.169610732491456,2455.0,7.806289,43.62525458248472,60.5295315682281,79.0224032586558,100.0,0.0,0.0,0,24,15,-185.06151142354793,-78.66432337433798,0.0,circle,19,16,13,10
15000x106780-0,E16-18_S01_a,15000,106780,446,446,6.102558594613569,2749.0,7.9193563,54.456165878501274,70.20734812659148,86.17679156056748,100.0,0.0,0.0,0,24,15,-185.06151142354793,-58.66432337433798,0.0,circle,19,16,13,10
15000x106800-0,E16-18_S01_a,15000,106800,379,379,5.940171252720432,2423.0,7.7931743,59.51300041271151,73.91663227404045,89.35204292199752,100.0,0.0,0.0,0,24,15,-185.06151142354793,-38.66432337433798,0.0,circle,19,16,13,10
15000x106820-0,E16-18_S01_a,15000,106820,443,443,6.095824562432225,2036.0,7.6192336,44.548133595284874,60.36345776031434,80.10805500982319,100.0,0.0,0.0,0,12,12,-185.06151142354793,-18.664323374337982,0.0,circle,12,11,8,8
15000x106840-0,E16-18_S01_a,15000,106840,428,428,6.061456918928017,1774.0,7.481556,38.16234498308906,55.01691093573844,77.22660653889515,100.0,0.0,0.0,0,12,12,-185.06151142354793,1.3356766256620176,0.0,circle,12,11,8,8
15000x106860-0,E16-18_S01_a,15000,106860,463,463,6.139884552226255,1899.0,7.549609,38.44128488678252,55.23959978936283,77.0405476566614,100.0,0.0,0.0,0,12,12,-185.06151142354793,21.335676625662018,0.0,circle,12,11,8,8
15000x106880-0,E16-18_S01_a,15000,106880,498,498,6.212606095751519,2110.0,7.6549172,37.29857819905214,54.644549763033176,75.49763033175356,100.0,0.0,0.0,0,12,12,-185.06151142354793,41.33567662566202,0.0,circle,12,11,8,8
15000x106900-0,E16-18_S01_a,15000,106900,468,468,6.150602768446279,1676.0,7.424762,34.546539379474936,51.6109785202864,74.40334128878283,100.0,0.0,0.0,0,12,12,-185.06151142354793,61.33567662566202,0.0,circle,12,11,8,8
15000x106920-0,E16-18_S01_a,15000,106920,467,467,6.148468295917647,1746.0,7.4656553,33.61970217640321,50.687285223367695,73.31042382588774,100.0,0.0,0.0,0,12,12,-185.06151142354793,81.33567662566202,0.0,circle,12,11,8,8
15000x106940-0,E16-18_S01_a,15000,106940,493,493,6.202535517187923,1828.0,7.5115247,33.36980306345733,49.07002188183807,70.35010940919038,100.0,0.0,0.0,0,12,12,-185.06151142354793,101.33567662566202,0.0,circle,12,11,8,8
15000x106960-0,E16-18_S01_a,15000,106960,452,452,6.115892125483034,1772.0,7.480428,34.36794582392776,52.426636568848764,76.07223476297969,100.0,0.0,0.0,0,12,12,-185.06151142354793,121.33567662566202,0.0,circle,12,11,8,8
15000x106980-0,E16-18_S01_a,15000,106980,455,455,6.1224928095143865,1789.0,7.4899707,35.94186696478479,53.38177752934601,75.90832867523756,100.0,0.0,0.0,0,1,1,-185.06151142354793,141.33567662566202,0.0,circle,2,4,5,6
15000x107000-0,E16-18_S01_a,15000,107000,416,416,6.0330862217988015,1826.0,7.5104303,42.661555312157724,59.748083242059145,81.16100766703175,100.0,0.0,0.0,0,14,2,-185.06151142354793,161.33567662566202,0.0,circle,3,2,4,5
15000x107020-0,E16-18_S01_a,15000,107020,435,435,6.077642243349034,1685.0,7.4301143,40.118694362017806,57.448071216617215,78.63501483679525,100.0,0.0,0.0,0,14,2,-185.06151142354793,181.33567662566202,0.0,circle,3,2,4,5
15020x106700-0,E16-18_S01_a,15020,106700,495,495,6.206575926724928,2321.0,7.750184,39.50883239982766,56.872037914691944,76.86342093925033,100.0,0.0,0.0,0,15,15,-165.06151142354793,-138.66432337433798,0.0,circle,14,0,2,3
15020x106720-0,E16-18_S01_a,15020,106720,443,443,6.095824562432225,2514.0,7.830028,44.07319013524264,62.84805091487669,82.41845664280032,100.0,0.0,0.0,0,15,15,-165.06151142354793,-118.66432337433798,0.0,circle,14,0,2,3
15020x106740-0,E16-18_S01_a,15020,106740,478,478,6.171700597410915,2513.0,7.8296304,43.25507361719061,59.64982093115798,78.5117389574214,100.0,0.0,0.0,0,15,15,-165.06151142354793,-98.66432337433798,0.0,circle,14,0,2,3
15020x106760-0,E16-18_S01_a,15020,106760,471,471,6.156978985585555,2406.0,7.7861366,42.851205320033245,61.55444721529509,80.54862842892769,100.0,0.0,0.0,0,26,18,-165.06151142354793,-78.66432337433798,0.0,circle,13,12,15,7
15020x106780-0,E16-18_S01_a,15020,106780,440,440,6.089044875446846,2604.0,7.865188,53.993855606758835,68.54838709677419,85.02304147465438,100.0,0.0,0.0,0,24,15,-165.06151142354793,-58.66432337433798,0.0,circle,19,16,13,10
15020x106800-0,E16-18_S01_a,15020,106800,431,431,6.068425588244111,2389.0,7.7790484,52.741732942653826,67.6015069066555,84.26119715362076,100.0,0.0,0.0,0,24,15,-165.06151142354793,-38.66432337433798,0.0,circle,19,16,13,10
15020x106820-0,E16-18_S01_a,15020,106820,465,465,6.144185634125646,2127.0,7.6629376,41.46685472496474,57.82792665726375,77.574047954866,100.0,0.0,0.0,0,12,12,-165.06151142354793,-18.664323374337982,0.0,circle,12,11,8,8
15020x106840-0,E16-18_S01_a,15020,106840,500,500,6.2166061010848646,1954.0,7.5781455,37.35926305015353,54.70829068577277,75.07676560900717,100.0,0.0,0.0,0,12,12,-165.06151142354793,1.3356766256620176,0.0,circle,12,11,8,8
15020x106860-0,E16-18_S01_a,15020,106860,424,424,6.052089168924417,1732.0,7.457609,41.224018475750576,58.83371824480369,80.2540415704388,100.0,0.0,0.0,0,12,12,-165.06151142354793,21.335676625662018,0.0,circle,12,11,8,8
15020x106880-0,E16-18_S01_a,15020,106880,492,492,6.20050917404269,2046.0,7.6241307,39.589442815249264,55.718475073313776,75.80645161290323,100.0,0.0,0.0,0,12,12,-165.06151142354793,41.33567662566202,0.0,circle,12,11,8,8
15020x106900-0,E16-18_S01_a,15020,106900,463,463,6.139884552226255,1809.0,7.501082,36.373687119955775,54.615809839690435,76.72747374239911,100.0,0.0,0.0,0,12,12,-165.06151142354793,61.33567662566202,0.0,circle,12,11,8,8
15020x106920-0,E16-18_S01_a,15020,106920,395,395,5.981414211254481,1422.0,7.260523,36.91983122362869,54.9929676511955,79.81715893108297,100.0,0.0,0.0,0,12,12,-165.06151142354793,81.33567662566202,0.0,circle,12,11,8,8
15020x106940-0,E16-18_S01_a,15020,106940,479,479,6.173786103901937,1784.0,7.4871736,33.408071748878925,51.17713004484305,73.87892376681614,100.0,0.0,0.0,0,12,12,-165.06151142354793,101.33567662566202,0.0,circle,12,11,8,8
15020x106960-0,E16-18_S01_a,15020,106960,462,462,6.137727054086234,1705.0,7.441907,36.01173020527859,52.903225806451616,75.48387096774194,100.0,0.0,0.0,0,12,12,-165.06151142354793,121.33567662566202,0.0,circle,12,11,8,8
15020x106980-0,E16-18_S01_a,15020,106980,439,439,6.0867747269123065,1684.0,7.4295206,36.757719714964374,53.919239904988125,76.42517814726841,100.0,0.0,0.0,0,12,12,-165.06151142354793,141.33567662566202,0.0,circle,12,11,8,8
15020x107000-0,E16-18_S01_a,15020,107000,403,403,6.0014148779611505,1602.0,7.379632,42.13483146067416,60.17478152309613,81.5230961298377,100.0,0.0,0.0,0,14,2,-165.06151142354793,161.33567662566202,0.0,circle,3,2,4,5
15020x107020-0,E16-18_S01_a,15020,107020,418,418,6.037870919922137,1503.0,7.3158836,37.658017298735864,56.021290751829675,78.50964737192282,100.0,0.0,0.0,0,1,1,-165.06151142354793,181.33567662566202,0.0,circle,2,4,5,6
15040x106700-0,E16-18_S01_a,15040,106700,458,458,6.129050210060545,2337.0,7.757051,39.623448866067605,58.493795464270434,80.01711596063329,100.0,0.0,0.0,0,15,15,-145.06151142354793,-138.66432337433798,0.0,circle,14,0,2,3
15040x106720-0,E16-18_S01_a,15040,106720,442,442,6.093569770045136,2329.0,7.7536235,42.24989265779304,59.81107771575783,79.69085444396737,100.0,0.0,0.0,0,15,15,-145.06151142354793,-118.66432337433798,0.0,circle,14,0,2,3
15040x106740-0,E16-18_S01_a,15040,106740,449,449,6.1092475827643655,1984.0,7.5933743,38.40725806451613,57.610887096774185,79.23387096774194,100.0,0.0,0.0,0,26,18,-145.06151142354793,-98.66432337433798,0.0,circle,13,12,15,7
15040x106760-0,E16-18_S01_a,15040,106760,429,429,6.063785208687608,1887.0,7.5432734,43.508214096449386,61.84419713831478,82.14096449390567,100.0,0.0,0.0,0,26,18,-145.06151142354793,-78.66432337433798,0.0,circle,13,12,15,7
15040x106780-0,E16-18_S01_a,15040,106780,474,474,6.163314804034641,2333.0,7.7553387,40.8058294042006,57.651093013287614,77.79682811830261,100.0,0.0,0.0,0,26,18,-145.06151142354793,-58.66432337433798,0.0,circle,13,12,15,7
15040x106800-0,E16-18_S01_a,15040,106800,505,505,6.226536669287466,2484.0,7.818028,39.090177133655395,57.085346215780994,77.33494363929147,99.7987117552335,0.0,0.0,0,26,18,-145.06151142354793,-38.66432337433798,0.0,circle,13,12,15,7
15040x106820-0,E16-18_S01_a,15040,106820,522,522,6.259581464064923,2314.0,7.7471647,38.764044943820224,56.00691443388073,75.71305099394988,99.04926534140017,0.0,0.0,0,12,12,-145.06151142354793,-18.664323374337982,0.0,circle,12,11,8,8
15040x106840-0,E16-18_S01_a,15040,106840,504,504,6.22455842927536,2099.0,7.6496925,35.54073368270605,52.40590757503573,73.74940447832302,99.8094330633635,0.0,0.0,0,12,12,-145.06151142354793,1.3356766256620176,0.0,circle,12,11,8,8
15040x106860-0,E16-18_S01_a,15040,106860,555,555,6.320768294250582,2222.0,7.706613,32.80828082808281,49.95499549954995,70.34203420342034,97.52475247524752,0.0,0.0,0,12,12,-145.06151142354793,21.335676625662018,0.0,circle,12,11,8,8
15040x106880-0,E16-18_S01_a,15040,106880,491,491,6.198478716492308,2072.0,7.636752,35.859073359073356,52.55791505791506,73.3108108108108,100.0,0.0,0.0,0,12,12,-145.06151142354793,41.33567662566202,0.0,circle,12,11,8,8
15040x106900-0,E16-18_S01_a,15040,106900,456,456,6.124683390894205,1861.0,7.5294065,35.73347662547018,55.024180548092424,76.94787748522299,100.0,0.0,0.0,0,12,12,-145.06151142354793,61.33567662566202,0.0,circle,12,11,8,8
15040x106920-0,E16-18_S01_a,15040,106920,494,494,6.20455776256869,1923.0,7.5621614,32.605304212168484,49.765990639625585,71.9708788351534,100.0,0.0,0.0,0,12,12,-145.06151142354793,81.33567662566202,0.0,circle,12,11,8,8
15040x106940-0,E16-18_S01_a,15040,106940,467,467,6.148468295917647,1777.0,7.4832444,33.53967360720315,50.9848058525605,73.94485087225662,100.0,0.0,0.0,0,12,12,-145.06151142354793,101.33567662566202,0.0,circle,12,11,8,8
15040x106960-0,E16-18_S01_a,15040,106960,491,491,6.198478716492308,1771.0,7.479864,33.427442123094295,50.76228119706381,72.89666854884246,100.0,0.0,0.0,0,12,12,-145.06151142354793,121.33567662566202,0.0,circle,12,11,8,8
15040x106980-0,E16-18_S01_a,15040,106980,415,415,6.030685260261263,1632.0,7.3981743,37.68382352941176,55.943627450980394,78.30882352941177,100.0,0.0,0.0,0,12,12,-145.06151142354793,141.33567662566202,0.0,circle,12,11,8,8
15040x107000-0,E16-18_S01_a,15040,107000,367,367,5.908082938168931,1548.0,7.345365,46.31782945736434,63.17829457364341,85.65891472868216,100.0,0.0,0.0,0,1,1,-145.06151142354793,161.33567662566202,0.0,circle,2,4,5,6
