XxY,slice_ID,raw_x,raw_y,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,pct_counts_mt,batch,clusters,clusters_0.7,new_x,new_y,new_z,dotShape,clusters_0.6,clusters_0.5,clusters_0.4,clusters_0.3
14660x114500-3,E16-18_S04_a,14660,114500,573,573,6.352629396319567,3060.0,8.026497,41.79738562091504,60.06535947712418,77.09150326797386,97.61437908496731,0.0,0.0,3,2,3,-115.37862464756341,-184.50880332980395,30000.0,circle,4,0,2,3
14660x114520-3,E16-18_S04_a,14660,114520,474,474,6.163314804034641,2517.0,7.83122,45.21255462852602,63.09098132697656,81.88319427890346,100.0,0.0,0.0,3,2,3,-116.9534123740261,-164.57089863506275,30000.0,circle,4,0,2,3
14660x114540-3,E16-18_S04_a,14660,114540,494,494,6.20455776256869,2456.0,7.8066964,40.472312703583064,58.06188925081434,78.42019543973942,100.0,0.0,0.0,3,10,13,-118.52820010048877,-144.63299394032157,30000.0,circle,10,0,2,3
14660x114560-3,E16-18_S04_a,14660,114560,443,443,6.095824562432225,1794.0,7.49276,36.73355629877369,55.79710144927537,78.14938684503902,100.0,0.0,0.0,3,12,12,-120.10298782695146,-124.69508924558038,30000.0,circle,12,11,8,8
14660x114580-3,E16-18_S04_a,14660,114580,371,371,5.918893854273146,1344.0,7.2041492,38.24404761904761,57.961309523809526,83.70535714285714,100.0,0.0,0.0,3,12,12,-121.67777555341414,-104.75718455083918,30000.0,circle,12,11,8,8
14660x114600-3,E16-18_S04_a,14660,114600,336,336,5.820082930352362,1196.0,7.0875735,41.38795986622073,59.86622073578596,85.78595317725753,100.0,0.0,0.0,3,12,12,-123.25256327987682,-84.819279856098,30000.0,circle,12,11,8,8
14660x114620-3,E16-18_S04_a,14660,114620,275,275,5.62040086571715,869.0,6.768493,42.00230149597238,64.44188722669736,91.36939010356731,100.0,0.0,0.0,3,12,12,-124.8273510063395,-64.88137516135681,30000.0,circle,12,11,8,8
14660x114640-3,E16-18_S04_a,14660,114640,379,379,5.940171252720432,1334.0,7.1966867,38.45577211394303,57.34632683658171,82.38380809595202,100.0,0.0,0.0,3,12,12,-126.40213873280219,-44.94347046661562,30000.0,circle,12,11,8,8
14660x114660-3,E16-18_S04_a,14660,114660,523,523,6.261491684321042,2340.0,7.7583337,38.76068376068376,55.00000000000001,74.57264957264957,99.01709401709402,0.0,0.0,3,12,12,-127.97692645926486,-25.005565771874434,30000.0,circle,12,11,8,8
14660x114680-3,E16-18_S04_a,14660,114680,657,657,6.489204931325317,3173.0,8.062748,37.50393948944217,53.92373148439962,71.47809643870154,95.05200126063662,0.0,0.0,3,12,12,-129.55171418572755,-5.067661077133246,30000.0,circle,12,11,8,8
14660x114700-3,E16-18_S04_a,14660,114700,557,557,6.324358962381311,2528.0,7.8355794,38.370253164556964,55.34018987341772,75.2373417721519,97.74525316455697,0.0,0.0,3,12,12,-131.12650191219024,14.870243617607942,30000.0,circle,12,11,8,8
14660x114720-3,E16-18_S04_a,14660,114720,560,560,6.329720905522696,2630.0,7.875119,38.66920152091255,55.85551330798479,74.48669201520912,97.71863117870723,0.0,0.0,3,12,12,-132.7012896386529,34.80814831234913,30000.0,circle,12,11,8,8
14660x114740-3,E16-18_S04_a,14660,114740,606,606,6.408528791059498,2732.0,7.913155,36.6398243045388,52.08638360175696,70.71742313323573,96.12005856515373,0.0,0.0,3,12,12,-134.27607736511558,54.74605300709032,30000.0,circle,12,11,8,8
14660x114760-3,E16-18_S04_a,14660,114760,494,494,6.20455776256869,2033.0,7.6177597,37.92424987702902,54.20560747663551,74.27447122479094,100.0,0.0,0.0,3,12,12,-135.85086509157827,74.6839577018315,30000.0,circle,12,11,8,8
14660x114780-3,E16-18_S04_a,14660,114780,436,436,6.07993319509559,1664.0,7.4175806,39.18269230769231,56.18990384615385,78.06490384615384,100.0,0.0,0.0,3,12,12,-137.42565281804096,94.6218623965727,30000.0,circle,12,11,8,8
14660x114800-3,E16-18_S04_a,14660,114800,433,433,6.073044534100405,1699.0,7.4383836,37.55150088287228,55.79752795762213,77.98705120659211,100.0,0.0,0.0,3,12,12,-139.00044054450362,114.55976709131389,30000.0,circle,12,4,5,6
14660x114820-3,E16-18_S04_a,14660,114820,460,460,6.133398042996649,2256.0,7.7217917,41.57801418439716,60.062056737588655,80.23049645390071,100.0,0.0,0.0,3,15,1,-140.5752282709663,134.49767178605507,30000.0,circle,14,4,5,6
14660x114840-3,E16-18_S04_a,14660,114840,499,499,6.214608098422191,2743.0,7.917172,43.893547211082755,61.61137440758294,80.31352533722202,100.0,0.0,0.0,3,15,1,-142.150015997429,154.43557648079627,30000.0,circle,14,4,5,6
14660x114860-3,E16-18_S04_a,14660,114860,572,572,6.35088571671474,3025.0,8.014997,39.00826446280992,55.96694214876033,74.24793388429752,97.6198347107438,0.0,0.0,3,1,1,-143.72480372389168,174.37348117553745,30000.0,circle,2,4,5,6
14660x114880-3,E16-18_S04_a,14660,114880,539,539,6.29156913955832,2778.0,7.9298463,39.63282937365011,57.34341252699784,76.27789776817855,98.59611231101512,0.0,0.0,3,1,1,-145.29959145035434,194.31138587027863,30000.0,circle,2,4,5,6
14660x114900-3,E16-18_S04_a,14660,114900,565,565,6.338594078203183,2850.0,7.9554253,39.50877192982456,55.64912280701755,73.85964912280701,97.71929824561404,0.0,0.0,3,1,1,-146.87437917681703,214.24929056501983,30000.0,circle,2,4,5,6
14660x114920-3,E16-18_S04_a,14660,114920,578,578,6.361302477572996,2870.0,7.9624157,36.62020905923345,54.73867595818815,73.34494773519164,97.2822299651568,0.0,0.0,3,1,1,-148.44916690327972,234.187195259761,30000.0,circle,2,4,5,6
14660x114940-3,E16-18_S04_a,14660,114940,512,512,6.240275845170769,2553.0,7.845416,40.57971014492754,58.32354093223658,77.12495103799452,99.52996474735605,0.0,0.0,3,1,1,-150.0239546297424,254.12509995450222,30000.0,circle,2,4,5,6
14680x114480-3,E16-18_S04_a,14680,114480,533,533,6.280395838960195,2640.0,7.878913,38.901515151515156,58.409090909090914,77.27272727272727,98.75,0.0,0.0,3,2,3,-93.86593222635955,-202.87192029808244,30000.0,circle,4,0,2,3
14680x114500-3,E16-18_S04_a,14680,114500,480,480,6.175867270105761,2628.0,7.8743587,42.84627092846271,62.10045662100456,81.24048706240488,100.0,0.0,0.0,3,2,3,-95.44071995282222,-182.93401560334127,30000.0,circle,4,0,2,3
14680x114520-3,E16-18_S04_a,14680,114520,490,490,6.19644412779452,2877.0,7.964851,44.87313173444561,63.46889120611748,82.13416753562738,100.0,0.0,0.0,3,2,3,-97.01550767928491,-162.99611090860006,30000.0,circle,4,0,2,3
14680x114540-3,E16-18_S04_a,14680,114540,461,461,6.135564891081739,2057.0,7.62949,37.967914438502675,56.29557608167234,78.41516771998054,100.0,0.0,0.0,3,10,13,-98.59029540574758,-143.05820621385888,30000.0,circle,10,0,2,3
14680x114560-3,E16-18_S04_a,14680,114560,361,361,5.891644211825771,1306.0,7.17549,38.89739663093415,58.575803981623274,83.99693721286371,100.0,0.0,0.0,3,12,12,-100.16508313221027,-123.12030151911769,30000.0,circle,12,11,8,8
14680x114580-3,E16-18_S04_a,14680,114580,378,378,5.937536205082426,1340.0,7.201171,39.701492537313435,58.28358208955224,82.83582089552239,100.0,0.0,0.0,3,18,17,-101.73987085867294,-103.18239682437651,30000.0,circle,13,12,8,8
